FoodCategory,FoodItem,per100grams,Cals_per100grams,KJ_per100grams,Image
FastFood,Lasagna,100g,132 cal,554 kJ,https://images.albertsons-media.com/is/image/ABS/960518242
FastFood,McDonald’s Big Mac,100g,256 cal,1075 kJ,https://images.albertsons-media.com/is/image/ABS/970109758
FastFood,McDonald’s Cheeseburger,100g,263 cal,1105 kJ,https://images.albertsons-media.com/is/image/ABS/960136214
FastFood,McDonald’s Chicken Nuggets,100g,297 cal,1247 kJ,https://images.albertsons-media.com/is/image/ABS/970034335
FastFood,McDonald’s Double Cheeseburger,100g,282 cal,1184 kJ,https://images.albertsons-media.com/is/image/ABS/960136214
FastFood,McDonald’s Filet-o-Fish,100g,275 cal,1155 kJ,
FastFood,McDonald’s McChicken,100g,251 cal,1054 kJ,
FastFood,McDonald’s McDouble,100g,252 cal,1058 kJ,
FastFood,McDonald’s McMuffi Egg,100g,225 cal,945 kJ,https://images.albertsons-media.com/is/image/ABS/960485239
FastFood,McDonald’s McRib,100g,265 cal,1113 kJ,
FastFood,McDonald’s Mighty Wings,100g,308 cal,1294 kJ,https://images.albertsons-media.com/is/image/ABS/970093578
FastFood,McRib,100g,265 cal,1113 kJ,https://images.albertsons-media.com/is/image/ABS/970003830
FastFood,Meatball Sandwich,100g,161 cal,676 kJ,https://images.albertsons-media.com/is/image/ABS/148200120
FastFood,Nachos with Cheese,100g,306 cal,1285 kJ,https://images.albertsons-media.com/is/image/ABS/960197519
FastFood,Onion Rings,100g,411 cal,1726 kJ,https://images.albertsons-media.com/is/image/ABS/960079877
FastFood,Smoked Salmon,100g,158 cal,664 kJ,https://images.albertsons-media.com/is/image/ABS/186900080
FastFood,Spicy Italian,100g,219 cal,920 kJ,https://images.albertsons-media.com/is/image/ABS/188590346
FastFood,Subway Club Sandwich,100g,131 cal,550 kJ,https://images.albertsons-media.com/is/image/ABS/960533539
FastFood,Tortilla Wrap,100g,271 cal,1138 kJ,https://images.albertsons-media.com/is/image/ABS/127101868
FastFood,Tuna,100g,86 cal,361 kJ,https://images.albertsons-media.com/is/image/ABS/960017239
FastFood,Turkey,100g,104 cal,437 kJ,https://images.albertsons-media.com/is/image/ABS/182030894
FastFood,Veggie Burger,100g,181 cal,760 kJ,https://images.albertsons-media.com/is/image/ABS/960461263
FastFood,Veggie Delight,100g,138 cal,580 kJ,
FastFood,Veggie Patty,100g,390 cal,1638 kJ,https://images.albertsons-media.com/is/image/ABS/960461261
FastFood,Wendy’s Baconator,100g,304 cal,1277 kJ,https://images.albertsons-media.com/is/image/ABS/970065720
FastFood,Wendy’s Jr. Bacon Cheeseburger,100g,261 cal,1096 kJ,https://images.albertsons-media.com/is/image/ABS/960136214
FastFood,Wendy’s Jr. Cheeseburger,100g,225 cal,945 kJ,https://images.albertsons-media.com/is/image/ABS/960136214
FastFood,Wendy’s Son of Baconator,100g,321 cal,1348 kJ,
FastFood,Whopper,100g,231 cal,970 kJ,https://images.albertsons-media.com/is/image/ABS/101051572
FastFood,Zinger,100g,256 cal,1075 kJ,https://images.albertsons-media.com/is/image/ABS/960130240
FastFood,Zinger Burger,100g,256 cal,1075 kJ,https://images.albertsons-media.com/is/image/ABS/970308400
FastFood,Poutine,100g,227 cal,953 kJ,
Pizza,BBQ Chicken Pizza,100g,234 cal,983 kJ,https://images.albertsons-media.com/is/image/ABS/960092106
Pizza,BBQ Pizza,100g,224 cal,941 kJ,https://images.albertsons-media.com/is/image/ABS/960092106
Pizza,Beef Pizza,100g,304 cal,1277 kJ,https://images.albertsons-media.com/is/image/ABS/960045470
Pizza,Bianca Pizza,100g,246 cal,1033 kJ,https://images.albertsons-media.com/is/image/ABS/960092106
Pizza,Buffalo Chicken Pizza,100g,252 cal,1058 kJ,https://images.albertsons-media.com/is/image/ABS/960443722
Pizza,Calabrese Pizza,100g,235 cal,987 kJ,https://images.albertsons-media.com/is/image/ABS/960092106
Pizza,Calzone,100g,231 cal,970 kJ,https://images.albertsons-media.com/is/image/ABS/970029669
Pizza,Capricciosa Pizza,100g,260 cal,1092 kJ,https://images.albertsons-media.com/is/image/ABS/960092106
Pizza,Cheese Pizza,100g,267 cal,1121 kJ,https://images.albertsons-media.com/is/image/ABS/960137137
Pizza,Chicken Pizza,100g,234 cal,983 kJ,https://images.albertsons-media.com/is/image/ABS/960473827
Pizza,Deep Dish Pizza,100g,265 cal,1113 kJ,https://images.albertsons-media.com/is/image/ABS/960160245
Pizza,Dominos Philly Cheese Steak Pizza,100g,224 cal,941 kJ,https://images.albertsons-media.com/is/image/ABS/960092101
Pizza,Four Cheese Pizza,100g,221 cal,928 kJ,https://images.albertsons-media.com/is/image/ABS/960092101
Pizza,Goat Cheese Pizza,100g,219 cal,920 kJ,https://images.albertsons-media.com/is/image/ABS/970081338
Pizza,Grilled Pizza,100g,226 cal,949 kJ,https://images.albertsons-media.com/is/image/ABS/960428984
Pizza,Hawaiian Pizza,100g,115 cal,483 kJ,https://images.albertsons-media.com/is/image/ABS/970103835
Pizza,Margherita Pizza,100g,275 cal,1155 kJ,https://images.albertsons-media.com/is/image/ABS/960047109
Pizza,Mozzarella Pizza,100g,249 cal,1046 kJ,https://images.albertsons-media.com/is/image/ABS/960171198
Pizza,Mushroom Pizza,100g,212 cal,890 kJ,https://images.albertsons-media.com/is/image/ABS/960137291
Pizza,Napoli Pizza,100g,202 cal,848 kJ,https://images.albertsons-media.com/is/image/ABS/960522682
Pizza,New York Style Pizza,100g,169 cal,710 kJ,https://images.albertsons-media.com/is/image/ABS/960092106
Pizza,Pepperoni Pizza,100g,255 cal,1071 kJ,https://images.albertsons-media.com/is/image/ABS/960137136
Pizza,Pizza Dough,100g,228 cal,958 kJ,https://images.albertsons-media.com/is/image/ABS/970030145
Pizza,Pizza Hut Stuffed Crust Pizza,100g,255 cal,1071 kJ,https://images.albertsons-media.com/is/image/ABS/960162912
Pizza,Pizza Hut Supreme Pizza,100g,248 cal,1042 kJ,https://images.albertsons-media.com/is/image/ABS/960132870
Pizza,Pizza Rolls,100g,247 cal,1037 kJ,https://images.albertsons-media.com/is/image/ABS/960562829
Pizza,Quattro Formaggi Pizza,100g,248 cal,1042 kJ,https://images.albertsons-media.com/is/image/ABS/960092106
Pizza,Red Pepper Pizza,100g,192 cal,806 kJ,https://images.albertsons-media.com/is/image/ABS/960092106
Pizza,Salami Pizza,100g,255 cal,1071 kJ,https://images.albertsons-media.com/is/image/ABS/188630033
Pizza,Sausage Pizza,100g,246 cal,1033 kJ,https://images.albertsons-media.com/is/image/ABS/960438573
Pizza,Seafood Pizza,100g,245 cal,1029 kJ,https://images.albertsons-media.com/is/image/ABS/188630033
Pizza,Shrimp Pizza,100g,209 cal,878 kJ,https://images.albertsons-media.com/is/image/ABS/960092106
Pizza,Sicilian Pizza,100g,241 cal,1012 kJ,https://images.albertsons-media.com/is/image/ABS/960132870
Pizza,Spinach Feta Pizza,100g,242 cal,1016 kJ,https://images.albertsons-media.com/is/image/ABS/960137291
Pizza,Spinach Pizza,100g,234 cal,983 kJ,https://images.albertsons-media.com/is/image/ABS/960137291
Pizza,Stuffed Crust Pizza,100g,255 cal,1071 kJ,https://images.albertsons-media.com/is/image/ABS/960162912
Pizza,Tarte Flambée,100g,253 cal,1063 kJ,
Pizza,Thin Crust Pizza,100g,261 cal,1096 kJ,https://images.albertsons-media.com/is/image/ABS/960137207
Pizza,Tuna Pizza,100g,254 cal,1067 kJ,https://images.albertsons-media.com/is/image/ABS/960092106
Pizza,Vegetable Pizza,100g,256 cal,1075 kJ,https://images.albertsons-media.com/is/image/ABS/960136889
Pizza,Vegetarian Pizza,100g,256 cal,1075 kJ,https://images.albertsons-media.com/is/image/ABS/228350362
Pizza,Veggie Pizza,100g,231 cal,970 kJ,https://images.albertsons-media.com/is/image/ABS/960521434
Pizza,White Pizza,100g,246 cal,1033 kJ,https://images.albertsons-media.com/is/image/ABS/960143489
Cheese,American Cheese,100g,148 cal,622 kJ,https://images.albertsons-media.com/is/image/ABS/137500239
Cheese,Applewood,100g,410 cal,1722 kJ,https://images.albertsons-media.com/is/image/ABS/960285041
Cheese,Asiago Cheese,100g,392 cal,1646 kJ,https://images.albertsons-media.com/is/image/ABS/960255843
Cheese,Babybel,100g,333 cal,1399 kJ,https://images.albertsons-media.com/is/image/ABS/970499333
Cheese,Blue Cheese,100g,353 cal,1483 kJ,https://images.albertsons-media.com/is/image/ABS/960227716
Cheese,Brie,100g,334 cal,1403 kJ,https://images.albertsons-media.com/is/image/ABS/137700155
Cheese,Camembert,100g,300 cal,1260 kJ,https://images.albertsons-media.com/is/image/ABS/960063415
Cheese,Cheddar,100g,403 cal,1693 kJ,https://images.albertsons-media.com/is/image/ABS/237050114
Cheese,Cheese Fondue,100g,228 cal,958 kJ,https://images.albertsons-media.com/is/image/ABS/960144245
Cheese,Cheese Spread,100g,290 cal,1218 kJ,https://images.albertsons-media.com/is/image/ABS/102020337
Cheese,Cheese Whiz,100g,276 cal,1159 kJ,https://images.albertsons-media.com/is/image/ABS/137200042
Cheese,Chester,100g,387 cal,1625 kJ,https://images.albertsons-media.com/is/image/ABS/960318220
Cheese,Colby Cheese,100g,394 cal,1655 kJ,https://images.albertsons-media.com/is/image/ABS/960019676
Cheese,Colby-Jack Cheese,100g,394 cal,1655 kJ,https://images.albertsons-media.com/is/image/ABS/960019676
Cheese,Cottage Cheese,100g,98 cal,412 kJ,https://images.albertsons-media.com/is/image/ABS/960111417
Cheese,Dutch Cheese,100g,393 cal,1651 kJ,https://images.albertsons-media.com/is/image/ABS/960092113
Cheese,Edam Cheese,100g,357 cal,1499 kJ,https://images.albertsons-media.com/is/image/ABS/960299459
Cheese,Emmentaler,100g,357 cal,1499 kJ,https://images.albertsons-media.com/is/image/ABS/960197529
Cheese,Feta,100g,264 cal,1109 kJ,https://images.albertsons-media.com/is/image/ABS/960112446
Cheese,Fontina,100g,389 cal,1634 kJ,https://images.albertsons-media.com/is/image/ABS/960222580
Cheese,Fresh Mozzarella,100g,280 cal,1176 kJ,https://images.albertsons-media.com/is/image/ABS/960088001
Cheese,Gjetost,100g,466 cal,1957 kJ,https://images.albertsons-media.com/is/image/ABS/137750066
Cheese,Goat Cheese,100g,364 cal,1529 kJ,https://images.albertsons-media.com/is/image/ABS/960032913
Cheese,Gorgonzola,100g,350 cal,1470 kJ,https://images.albertsons-media.com/is/image/ABS/137650263
Cheese,Gouda,100g,356 cal,1495 kJ,https://images.albertsons-media.com/is/image/ABS/960040511
Cheese,Grated Parmesan,100g,431 cal,1810 kJ,https://images.albertsons-media.com/is/image/ABS/960136451
Cheese,Grilled Cheese,100g,350 cal,1470 kJ,https://images.albertsons-media.com/is/image/ABS/970003965
Cheese,Gruyere,100g,413 cal,1735 kJ,https://images.albertsons-media.com/is/image/ABS/960082559
Cheese,Halloumi,100g,321 cal,1348 kJ,https://images.albertsons-media.com/is/image/ABS/960291999
Cheese,Havarti,100g,371 cal,1558 kJ,https://images.albertsons-media.com/is/image/ABS/960275632
Cheese,Italian Cheese,100g,397 cal,1667 kJ,https://images.albertsons-media.com/is/image/ABS/137051203
Cheese,Jarlsberg,100g,352 cal,1478 kJ,https://images.albertsons-media.com/is/image/ABS/960444191
Cheese,Maasdam Cheese,100g,344 cal,1445 kJ,https://images.albertsons-media.com/is/image/ABS/102020337
Cheese,Manchego Cheese,100g,320 cal,1344 kJ,https://images.albertsons-media.com/is/image/ABS/960062353
Cheese,Monterey,100g,373 cal,1567 kJ,https://images.albertsons-media.com/is/image/ABS/237050117
Cheese,Monterey Jack Cheese,100g,373 cal,1567 kJ,https://images.albertsons-media.com/is/image/ABS/960197517
Cheese,Mozzarella,100g,280 cal,1176 kJ,https://images.albertsons-media.com/is/image/ABS/137150113
Cheese,Muenster Cheese,100g,368 cal,1546 kJ,https://images.albertsons-media.com/is/image/ABS/960042338
Cheese,Neufchatel,100g,253 cal,1063 kJ,https://images.albertsons-media.com/is/image/ABS/137100657
Cheese,Parmesan,100g,431 cal,1810 kJ,https://images.albertsons-media.com/is/image/ABS/237150284
Cheese,Pecorino,100g,387 cal,1625 kJ,https://images.albertsons-media.com/is/image/ABS/960234083
Cheese,Provolone,100g,351 cal,1474 kJ,https://images.albertsons-media.com/is/image/ABS/137010343
Cheese,Raclette Cheese,100g,357 cal,1499 kJ,https://images.albertsons-media.com/is/image/ABS/102020337
Cheese,Ricotta,100g,174 cal,731 kJ,https://images.albertsons-media.com/is/image/ABS/960517718
Cheese,Romano,100g,387 cal,1625 kJ,https://images.albertsons-media.com/is/image/ABS/960200390
Cheese,Roquefort,100g,369 cal,1550 kJ,
Cheese,Sheep Cheese,100g,364 cal,1529 kJ,https://images.albertsons-media.com/is/image/ABS/960032913
Cheese,Soft Cheese,100g,268 cal,1126 kJ,https://images.albertsons-media.com/is/image/ABS/137700053
Cheese,Stilton Cheese,100g,393 cal,1651 kJ,https://images.albertsons-media.com/is/image/ABS/960010489
Cheese,String Cheese,100g,250 cal,1050 kJ,https://images.albertsons-media.com/is/image/ABS/960109532
Cheese,Swiss Cheese,100g,380 cal,1596 kJ,https://images.albertsons-media.com/is/image/ABS/137010349
Cheese,White Cheddar,100g,403 cal,1693 kJ,https://images.albertsons-media.com/is/image/ABS/960087898
Cheese,Wisconsin Cheese,100g,389 cal,1634 kJ,https://images.albertsons-media.com/is/image/ABS/960138815
CreamCheese,Chive Cream Cheese,100g,342 cal,1436 kJ,https://images.albertsons-media.com/is/image/ABS/960104039
CreamCheese,Cottage Cheese,100g,98 cal,412 kJ,https://images.albertsons-media.com/is/image/ABS/960111417
CreamCheese,Cream Cheese,100g,342 cal,1436 kJ,https://images.albertsons-media.com/is/image/ABS/137100658
CreamCheese,Cream Cheese with Herbs,100g,342 cal,1436 kJ,https://images.albertsons-media.com/is/image/ABS/970118095
CreamCheese,Feta Cream Cheese,100g,342 cal,1436 kJ,https://images.albertsons-media.com/is/image/ABS/137100651
CreamCheese,Garlic Cream Cheese,100g,342 cal,1436 kJ,https://images.albertsons-media.com/is/image/ABS/970118095
CreamCheese,Goat Cheese,100g,364 cal,1529 kJ,https://images.albertsons-media.com/is/image/ABS/960032913
CreamCheese,Horseradish,100g,48 cal,202 kJ,https://images.albertsons-media.com/is/image/ABS/138900053
CreamCheese,Mascarpone,100g,450 cal,1890 kJ,https://images.albertsons-media.com/is/image/ABS/137750135
CreamCheese,Obatzda,100g,303 cal,1273 kJ,
CreamCheese,Olive Cream Cheese,100g,342 cal,1436 kJ,https://images.albertsons-media.com/is/image/ABS/960517889
CreamCheese,Pesto Cream Cheese,100g,342 cal,1436 kJ,https://images.albertsons-media.com/is/image/ABS/137100651
CreamCheese,Philadelphia Cream Cheese,100g,342 cal,1436 kJ,https://images.albertsons-media.com/is/image/ABS/960074475
CreamCheese,Pineapple Cream Cheese,100g,342 cal,1436 kJ,https://images.albertsons-media.com/is/image/ABS/137100651
CreamCheese,Salmon Cream Cheese,100g,342 cal,1436 kJ,https://images.albertsons-media.com/is/image/ABS/960104041
CreamCheese,Vegetable Cream Cheese,100g,342 cal,1436 kJ,https://images.albertsons-media.com/is/image/ABS/137100667
CreamCheese,Walnut Cream Cheese,100g,342 cal,1436 kJ,https://images.albertsons-media.com/is/image/ABS/970110584
Milk&DairyProducts,Almond Milk,100ml,17 cal,71 kJ,https://images.albertsons-media.com/is/image/ABS/960049863
Milk&DairyProducts,Buttermilk,100ml,62 cal,260 kJ,https://images.albertsons-media.com/is/image/ABS/960223872
Milk&DairyProducts,Chocolate Mousse,100g,225 cal,945 kJ,https://images.albertsons-media.com/is/image/ABS/112020043
Milk&DairyProducts,Coconut Milk,100ml,230 cal,966 kJ,https://images.albertsons-media.com/is/image/ABS/960091998
Milk&DairyProducts,Coffee Creamer,100g,195 cal,819 kJ,https://images.albertsons-media.com/is/image/ABS/136450040
Milk&DairyProducts,Condensed Milk,100g,321 cal,1348 kJ,https://images.albertsons-media.com/is/image/ABS/116050001
Milk&DairyProducts,Cottage Cheese,100g,98 cal,412 kJ,https://images.albertsons-media.com/is/image/ABS/960111417
Milk&DairyProducts,Cream,100g,242 cal,1016 kJ,https://images.albertsons-media.com/is/image/ABS/136150034
Milk&DairyProducts,Creme Fraiche,100g,393 cal,1651 kJ,https://images.albertsons-media.com/is/image/ABS/137600036
Milk&DairyProducts,Curd,100g,98 cal,412 kJ,https://images.albertsons-media.com/is/image/ABS/960260851
Milk&DairyProducts,Custard,100g,122 cal,512 kJ,https://images.albertsons-media.com/is/image/ABS/960533980
Milk&DairyProducts,Evaporated Milk,100g,135 cal,567 kJ,https://images.albertsons-media.com/is/image/ABS/116010017
Milk&DairyProducts,Goat Milk,100g,69 cal,290 kJ,https://images.albertsons-media.com/is/image/ABS/136010115
Milk&DairyProducts,Hot Chocolate,100ml,89 cal,374 kJ,https://images.albertsons-media.com/is/image/ABS/960567507
Milk&DairyProducts,Kefir,100ml,55 cal,231 kJ,https://images.albertsons-media.com/is/image/ABS/960279583
Milk&DairyProducts,Lactose-free Milk,100ml,52 cal,218 kJ,https://images.albertsons-media.com/is/image/ABS/136010104
Milk&DairyProducts,Lassi,100ml,75 cal,315 kJ,https://images.albertsons-media.com/is/image/ABS/970483431
Milk&DairyProducts,Milk,100ml,61 cal,256 kJ,https://images.albertsons-media.com/is/image/ABS/136010013
Milk&DairyProducts,Plain Yogurt,100g,61 cal,256 kJ,https://images.albertsons-media.com/is/image/ABS/960237982
Milk&DairyProducts,Powdered Milk,100g,496 cal,2083 kJ,https://images.albertsons-media.com/is/image/ABS/960032423
Milk&DairyProducts,Quark,100g,145 cal,609 kJ,https://images.albertsons-media.com/is/image/ABS/960539257
Milk&DairyProducts,Rice Milk,100ml,49 cal,206 kJ,https://images.albertsons-media.com/is/image/ABS/116150051
Milk&DairyProducts,Rice Pudding,100g,118 cal,496 kJ,https://images.albertsons-media.com/is/image/ABS/138150062
Milk&DairyProducts,Semi-skimmed Milk,100ml,50 cal,210 kJ,https://images.albertsons-media.com/is/image/ABS/970066630
Milk&DairyProducts,Semolina Pudding,100g,67 cal,281 kJ,https://images.albertsons-media.com/is/image/ABS/960076177
Milk&DairyProducts,Skim Milk,100ml,35 cal,147 kJ,https://images.albertsons-media.com/is/image/ABS/970460679
Milk&DairyProducts,Sour Cream,100g,181 cal,760 kJ,https://images.albertsons-media.com/is/image/ABS/136200030
Milk&DairyProducts,Soy Milk,100ml,45 cal,189 kJ,https://images.albertsons-media.com/is/image/ABS/960041542
Milk&DairyProducts,Sweetened Condensed Milk,100ml,321 cal,1348 kJ,https://images.albertsons-media.com/is/image/ABS/116050001
Milk&DairyProducts,Tzatziki,100g,117 cal,491 kJ,https://images.albertsons-media.com/is/image/ABS/960519805
Milk&DairyProducts,Whipped Cream,100g,257 cal,1079 kJ,https://images.albertsons-media.com/is/image/ABS/960077993
Milk&DairyProducts,Whole Milk,100ml,61 cal,256 kJ,https://images.albertsons-media.com/is/image/ABS/960422628
Milk&DairyProducts,Yogurt,100g,61 cal,256 kJ,https://images.albertsons-media.com/is/image/ABS/960101067
SlicedCheese,American Cheese,100g,148 cal,622 kJ,https://images.albertsons-media.com/is/image/ABS/137500239
SlicedCheese,Applewood,100g,410 cal,1722 kJ,https://images.albertsons-media.com/is/image/ABS/960285041
SlicedCheese,Bergkäse,100g,418 cal,1756 kJ,
SlicedCheese,Butter Cheese,100g,388 cal,1630 kJ,https://images.albertsons-media.com/is/image/ABS/970480696
